briweezy_,berniesanders
DevG23,berniesanders
MadisonKoontz16,hillaryclinton
Jmx33,berniesanders
JScheller17,realdonaldtrump
StephenJD82,berniesanders
hannahhum_,berniesanders
aaroncramer22,realdonaldtrump
tasha_salmen4,berniesanders
ChelseaaDavis16,berniesanders
agreaterlove2,realdonaldtrump
SleekMeek_,berniesanders
bpennell33,berniesanders
Rozzzzzie,berniesanders
TheCharles2013,berniesanders
britneynannah,berniesanders
katiex16,berniesanders
free80land,hillaryclinton
jrwade1955,berniesanders
Clever_Skeptic,berniesanders
haiiiils,berniesanders
bwines14,berniesanders
TarickErritouni,berniesanders
SeniorTacoGuy,berniesanders
jaret_baker7,berniesanders
cummins_rebel,realdonaldtrump
alliesyms_,berniesanders
green_sadie,realdonaldtrump
jadonkersey2018,berniesanders
LeftofStr8,berniesanders
KylerWoodward41,berniesanders
_trinityrae_,
powell_bud,berniesanders
Preston330,berniesanders
samrhodesx,berniesanders
A_Papale,berniesanders
dicmarkay1229,berniesanders
Noelbert86,
AnthonyMhowell,berniesanders
Solace_Valley,berniesanders
Dylancook536,berniesanders
cellyhardprduct,berniesanders
_ActionJackson3,berniesanders
BOHE30,berniesanders
hannahconnrad,berniesanders
kirstennicole_u,hillaryclinton
alex_murray29,hillaryclinton
NicAdkinsSHC,
Prince3bood2,berniesanders
CurtisVeiock,berniesanders
GRChrzak,berniesanders
the_ravenn,berniesanders
FineAppleCider,berniesanders
KyleFerraro70,berniesanders
OG5Bell,
karlyrose_smith,berniesanders
knbornemisza,berniesanders
No2hISwear,berniesanders
Meghann_xoxoxo,berniesanders
cobbn,hillaryclinton
hannah_deland,berniesanders
lowkeylany,realdonaldtrump
